      X       Y           ¦Ñs            ¦Çs
    22.0    -1.5     1.087970E+02     0.000000E+00
    22.5    -2.0     1.055540E+02     0.000000E+00
    23.0    -2.5     9.983645E+01     0.000000E+00
    23.5    -3.0     9.650237E+01     0.000000E+00
    24.0    -3.5     9.478675E+01     0.000000E+00
    24.5    -4.0     9.354263E+01     0.000000E+00
    25.0    -4.5     9.222670E+01     0.000000E+00
    25.5    -5.0     9.073547E+01     0.000000E+00
    26.0    -5.5     8.915293E+01     0.000000E+00
    26.5    -6.0     8.759825E+01     0.000000E+00
    27.0    -6.5     8.616332E+01     0.000000E+00
    27.5    -7.0     8.489635E+01     0.000000E+00
    28.0    -7.5     8.381072E+01     0.000000E+00
    28.5    -8.0     8.289950E+01     0.000000E+00
    29.0    -8.5     8.213000E+01     0.000000E+00
    29.5    -9.0     8.149730E+01     0.000000E+00
    30.0    -9.5     8.094745E+01     0.000000E+00
    22.5    -1.0     8.579034E+01     0.000000E+00
    23.0    -1.5     1.087205E+02     0.000000E+00
    23.5    -2.0     1.057527E+02     0.000000E+00
    24.0    -2.5     1.006216E+02     0.000000E+00
    24.5    -3.0     9.806413E+01     0.000000E+00
    25.0    -3.5     9.717484E+01     0.000000E+00
    25.5    -4.0     9.671025E+01     0.000000E+00
    26.0    -4.5     9.607723E+01     0.000000E+00
    26.5    -5.0     9.515865E+01     0.000000E+00
    27.0    -5.5     9.404649E+01     0.000000E+00
    27.5    -6.0     9.287315E+01     0.000000E+00
    28.0    -6.5     9.174401E+01     0.000000E+00
    28.5    -7.0     9.072304E+01     0.000000E+00
    29.0    -7.5     8.983315E+01     0.000000E+00
    29.5    -8.0     8.907869E+01     0.000000E+00
    30.0    -8.5     8.843571E+01     0.000000E+00
    30.5    -9.0     8.790099E+01     0.000000E+00
    23.5    -1.0     8.574537E+01     0.000000E+00
    24.0    -1.5     1.087580E+02     0.000000E+00
    24.5    -2.0     1.061385E+02     0.000000E+00
    25.0    -2.5     1.016011E+02     0.000000E+00
    25.5    -3.0     9.978036E+01     0.000000E+00
    26.0    -3.5     9.966761E+01     0.000000E+00
    26.5    -4.0     9.994961E+01     0.000000E+00
    27.0    -4.5     9.999760E+01     0.000000E+00
    27.5    -5.0     9.968232E+01     0.000000E+00
    28.0    -5.5     9.909627E+01     0.000000E+00
    28.5    -6.0     9.837620E+01     0.000000E+00
    29.0    -6.5     9.764042E+01     0.000000E+00
    29.5    -7.0     9.695868E+01     0.000000E+00
    30.0    -7.5     9.636647E+01     0.000000E+00
    30.5    -8.0     9.586906E+01     0.000000E+00
    31.0    -8.5     9.545651E+01     0.000000E+00
    24.5    -1.0     8.573592E+01     0.000000E+00
    25.0    -1.5     1.088552E+02     0.000000E+00
    25.5    -2.0     1.065273E+02     0.000000E+00
    26.0    -2.5     1.024442E+02     0.000000E+00
    26.5    -3.0     1.011800E+02     0.000000E+00
    27.0    -3.5     1.016659E+02     0.000000E+00
    27.5    -4.0     1.025472E+02     0.000000E+00
    28.0    -4.5     1.031681E+02     0.000000E+00
    28.5    -5.0     1.033877E+02     0.000000E+00
    29.0    -5.5     1.032948E+02     0.000000E+00
    29.5    -6.0     1.030258E+02     0.000000E+00
    30.0    -6.5     1.027001E+02     0.000000E+00
    30.5    -7.0     1.023897E+02     0.000000E+00
    31.0    -7.5     1.021398E+02     0.000000E+00
    31.5    -8.0     1.019520E+02     0.000000E+00
    25.5    -1.0     8.572583E+01     0.000000E+00
    26.0    -1.5     1.088614E+02     0.000000E+00
    26.5    -2.0     1.066062E+02     0.000000E+00
    27.0    -2.5     1.026617E+02     0.000000E+00
    27.5    -3.0     1.015965E+02     0.000000E+00
    28.0    -3.5     1.023280E+02     0.000000E+00
    28.5    -4.0     1.034868E+02     0.000000E+00
    29.0    -4.5     1.044028E+02     0.000000E+00
    29.5    -5.0     1.049264E+02     0.000000E+00
    30.0    -5.5     1.051343E+02     0.000000E+00
    30.5    -6.0     1.051626E+02     0.000000E+00
    31.0    -6.5     1.051269E+02     0.000000E+00
    31.5    -7.0     1.050960E+02     0.000000E+00
    32.0    -7.5     1.051157E+02     0.000000E+00
    26.5    -1.0     8.570168E+01     0.000000E+00
    27.0    -1.5     1.087925E+02     0.000000E+00
    27.5    -2.0     1.064920E+02     0.000000E+00
    28.0    -2.5     1.025214E+02     0.000000E+00
    28.5    -3.0     1.014607E+02     0.000000E+00
    29.0    -3.5     1.022309E+02     0.000000E+00
    29.5    -4.0     1.034602E+02     0.000000E+00
    30.0    -4.5     1.044732E+02     0.000000E+00
    30.5    -5.0     1.051155E+02     0.000000E+00
    31.0    -5.5     1.054581E+02     0.000000E+00
    31.5    -6.0     1.056324E+02     0.000000E+00
    32.0    -6.5     1.057518E+02     0.000000E+00
    32.5    -7.0     1.058884E+02     0.000000E+00
    27.5    -1.0     8.567348E+01     0.000000E+00
    28.0    -1.5     1.087045E+02     0.000000E+00
    28.5    -2.0     1.063265E+02     0.000000E+00
    29.0    -2.5     1.022775E+02     0.000000E+00
    29.5    -3.0     1.011505E+02     0.000000E+00
    30.0    -3.5     1.018735E+02     0.000000E+00
    30.5    -4.0     1.030772E+02     0.000000E+00
    31.0    -4.5     1.040870E+02     0.000000E+00
    31.5    -5.0     1.047443E+02     0.000000E+00
    32.0    -5.5     1.051224E+02     0.000000E+00
    32.5    -6.0     1.053516E+02     0.000000E+00
    33.0    -6.5     1.055416E+02     0.000000E+00
    28.5    -1.0     8.564892E+01     0.000000E+00
    29.0    -1.5     1.086270E+02     0.000000E+00
    29.5    -2.0     1.061760E+02     0.000000E+00
    30.0    -2.5     1.020462E+02     0.000000E+00
    30.5    -3.0     1.008400E+02     0.000000E+00
    31.0    -3.5     1.014922E+02     0.000000E+00
    31.5    -4.0     1.026378E+02     0.000000E+00
    32.0    -4.5     1.036052E+02     0.000000E+00
    32.5    -5.0     1.042368E+02     0.000000E+00
    33.0    -5.5     1.046083E+02     0.000000E+00
    33.5    -6.0     1.048529E+02     0.000000E+00
    29.5    -1.0     8.563025E+01     0.000000E+00
    30.0    -1.5     1.085674E+02     0.000000E+00
    30.5    -2.0     1.060583E+02     0.000000E+00
    31.0    -2.5     1.018608E+02     0.000000E+00
    31.5    -3.0     1.005841E+02     0.000000E+00
    32.0    -3.5     1.011691E+02     0.000000E+00
    32.5    -4.0     1.022552E+02     0.000000E+00
    33.0    -4.5     1.031748E+02     0.000000E+00
    33.5    -5.0     1.037755E+02     0.000000E+00
    34.0    -5.5     1.041367E+02     0.000000E+00
    30.5    -1.0     8.561686E+01     0.000000E+00
    31.0    -1.5     1.085243E+02     0.000000E+00
    31.5    -2.0     1.059718E+02     0.000000E+00
    32.0    -2.5     1.017221E+02     0.000000E+00
    32.5    -3.0     1.003899E+02     0.000000E+00
    33.0    -3.5     1.009209E+02     0.000000E+00
    33.5    -4.0     1.019602E+02     0.000000E+00
    34.0    -4.5     1.028461E+02     0.000000E+00
    34.5    -5.0     1.034337E+02     0.000000E+00
    31.5    -1.0     8.560747E+01     0.000000E+00
    32.0    -1.5     1.084937E+02     0.000000E+00
    32.5    -2.0     1.059101E+02     0.000000E+00
    33.0    -2.5     1.016227E+02     0.000000E+00
    33.5    -3.0     1.002505E+02     0.000000E+00
    34.0    -3.5     1.007455E+02     0.000000E+00
    34.5    -4.0     1.017588E+02     0.000000E+00
    35.0    -4.5     1.026404E+02     0.000000E+00
    32.5    -1.0     8.560094E+01     0.000000E+00
    33.0    -1.5     1.084726E+02     0.000000E+00
    33.5    -2.0     1.058673E+02     0.000000E+00
    34.0    -2.5     1.015549E+02     0.000000E+00
    34.5    -3.0     1.001593E+02     0.000000E+00
    35.0    -3.5     1.006406E+02     0.000000E+00
    35.5    -4.0     1.016637E+02     0.000000E+00
    33.5    -1.0     8.559650E+01     0.000000E+00
    34.0    -1.5     1.084584E+02     0.000000E+00
    34.5    -2.0     1.058400E+02     0.000000E+00
    35.0    -2.5     1.015154E+02     0.000000E+00
    35.5    -3.0     1.001176E+02     0.000000E+00
    36.0    -3.5     1.006224E+02     0.000000E+00
    34.5    -1.0     8.559371E+01     0.000000E+00
    35.0    -1.5     1.084502E+02     0.000000E+00
    35.5    -2.0     1.058277E+02     0.000000E+00
    36.0    -2.5     1.015094E+02     0.000000E+00
    36.5    -3.0     1.001478E+02     0.000000E+00
    35.5    -1.0     8.559246E+01     0.000000E+00
    36.0    -1.5     1.084491E+02     0.000000E+00
    36.5    -2.0     1.058373E+02     0.000000E+00
    37.0    -2.5     1.015642E+02     0.000000E+00
    36.5    -1.0     8.559344E+01     0.000000E+00
    37.0    -1.5     1.084607E+02     0.000000E+00
    37.5    -2.0     1.058978E+02     0.000000E+00
    37.5    -1.0     8.559977E+01     0.000000E+00
    38.0    -1.5     1.085115E+02     0.000000E+00
    38.5    -1.0     8.562760E+01     0.000000E+00
